DN_HistogramMode_5,DN_HistogramMode_10,SB_BinaryStats_mean_longstretch1,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,IN_AutoMutualInfoStats_40_gaussian_fmmi,MD_hrv_classic_pnn40,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,FC_LocalSimple_mean1_tauresrat,CO_Embed2_Dist_tau_d_expfit_meandiff,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_area_5_1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr,CO_trev_1_num,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff
-0.042947284426597815,0.08779341704856601,-1.0692285440580358,0.25849537093260794,0.12556953225799442,0.0,0.3865556717425342,-0.5808464393542836,-0.17586311452310338,0.5880934736665566,0.248984581939572,-0.6119079917205963,0.3865556717425342,-1.632680863728166,-0.2554336278090895,1.3576167222400057,0.14285714285714302,1.2232990927078815,0.7740511993882154,0.888280586945027,-1.0556751652484013,0.0
-0.04248010138847967,0.08910005643955257,-1.0692285440580358,0.25849537093260794,0.12556953225799442,0.0,0.3865556717425342,-0.5807031885962337,-0.17586311452310338,0.5893797891890069,0.2895226368416145,-0.6119079917205963,0.3865556717425342,-1.613466071875416,-0.2554336278090895,0.06923488327874207,0.14285714285714302,1.2247233039394692,0.7740511993882154,1.376346843508229,-0.13557096135057936,0.0
-0.019670230993500418,0.12650296835249855,-1.0692285440580358,0.25849537093260794,0.12556953225799442,0.0,0.3865556717425342,-0.5810221332552805,-0.17586311452310338,0.5884618557844588,0.32238644750426243,-0.6119079917205963,0.3865556717425342,-1.9170597831488654,-0.2554336278090895,-0.321142651522938,0.14285714285714302,1.2299552677934606,-2.1810703746308384,0.49782758169446595,0.2326629645147243,0.0
-0.038801387849392896,0.09471194785892394,-1.0692285440580358,0.25849537093260794,0.12556953225799442,0.0,0.3865556717425342,-0.5808655308139477,-0.17586311452310338,0.5886922485829347,0.21275300055054477,-0.6119079917205963,0.3865556717425342,-1.4866484456472666,-0.2554336278090895,-1.075782727353859,0.14285714285714302,1.2133495032008634,0.869377701775927,1.1811203408829478,0.9709815263570167,0.0
-0.05450508606486316,0.0700089544761837,-1.0692285440580358,0.25849537093260794,0.12556953225799442,0.0,0.3865556717425342,-0.5810114568408744,-0.17586311452310338,0.5893107972544135,0.16253358609896146,-0.6119079917205963,0.3865556717425342,-0.9985927325874177,-0.2554336278090895,1.4675994725830197,0.14285714285714302,0.643161645550279,0.869377701775927,1.376346843508229,-1.192025156732558,0.0
-0.03800581092003508,0.09110411446173981,-1.0692285440580358,0.25849537093260794,0.12556953225799442,0.0,0.3865556717425342,-0.5806900826010807,-0.17586311452310338,0.5881183261968834,0.2332123013917751,-0.6119079917205963,0.3865556717425342,-1.3329301108252667,-0.2554336278090895,1.2654290612437182,0.14285714285714302,0.9267919166127508,0.6787246970005043,0.5954408330071059,-0.9885331239872637,0.0
-0.02948359268394685,0.1044109539376137,-1.0692285440580358,0.25849537093260794,0.12556953225799442,0.0,0.3865556717425342,-0.5806693043631224,-0.17586311452310338,0.5878316336462807,0.22816358070234707,-0.6119079917205963,0.3865556717425342,-1.9170597831488654,-0.2554336278090895,0.4192484969932631,0.14285714285714302,0.7621721344506811,0.869377701775927,1.376346843508229,-0.48569949061939705,0.0
-0.07692910889757498,0.032887424820541605,-1.0692285440580358,0.25849537093260794,0.12556953225799442,0.0,0.3865556717425342,-0.580979054337136,-0.17586311452310338,0.5874910903820674,0.12283346317600018,-0.6119079917205963,0.3865556717425342,-0.5335947697508686,-0.2554336278090895,0.47115738573428384,0.14285714285714302,0.6571425570024266,0.869377701775927,1.4739600948208689,-0.5125993468938916,0.0
-0.0373042352160507,0.09581574364472696,-1.0692285440580358,0.25849537093260794,0.12556953225799442,0.0,0.3865556717425342,-0.5807544212802264,-0.17586311452310338,0.5882062813132585,0.2833301155640798,-0.6119079917205963,0.3865556717425342,-1.8325146989967656,-0.2554336278090895,1.3134445724249972,0.14285714285714302,1.2253775935517779,0.7740511993882154,0.6930540843197465,-1.0955873786647443,0.0
-0.05512097721032938,0.06956267554663878,-1.0692285440580358,0.25849537093260794,0.12556953225799442,0.0,0.3865556717425342,-0.5808113695977158,-0.17586311452310338,0.5880919035816339,0.16756654911593144,-0.6119079917205963,0.3865556717425342,-0.729585646648918,-0.2554336278090895,1.292823634403269,0.14285714285714302,0.6620019612316977,0.869377701775927,0.9858938382576674,-1.0919146516214,0.0
2.3638287308598662,1.9732116182888657,0.2842253091799841,0.24338420566069807,0.18717355462495822,0.0,0.3865556717425342,0.7990468258157112,-0.17586311452310338,-1.0556733787969088,1.8947826188801682,-0.916217092887624,0.3865556717425342,0.8844568689820785,1.569092285112977,0.42638185499015024,0.14285714285714302,-2.021777395962781,0.869377701775927,-0.3806916801192972,-0.49017562670347287,0.0
1.1153818233415356,1.1436341688129978,0.2842253091799841,-4.070853479469561,0.6389363853160258,0.0,0.3865556717425342,2.2905748385971414,-0.17586311452310338,-2.278463293169892,2.130838143183187,-0.5410474924632148,0.3865556717425342,-1.7325977813624658,1.569092285112977,0.35296887361781704,0.14285714285714302,-0.9971162845200885,-0.5605198340397445,-1.9425037011215422,-0.21761910963529033,0.0
